,ids,pvalue_less,pvalue_greater
44908,156891,0.4821,1.0
44909,156892,1.0,1.0
44910,156893,1.0,1.0
44911,156894,1.0,1.0
44912,156895,1.0,1.0
44913,156896,1.0,1.0
44914,156897,1.0,1.0
44915,156898,1.0,1.0
44916,156899,0.0005,0.9999
44917,156900,0.0001,1.0
44918,156901,1.0,1.0
44919,156902,0.0567,1.0
44920,156903,1.0,1.0
44921,156904,1.0,1.0
44922,156905,0.9992,0.0012
44923,156906,1.0,1.0
44924,156907,1.0,1.0
44925,156909,1.0,1.0
44926,156910,1.0,1.0
44927,156911,1.0,1.0
44928,156912,1.0,0.0005
44929,156913,1.0,1.0
44930,156914,0.0001,1.0
44931,156915,0.8037,0.5161
44932,156916,0.9754,0.1698
44933,156917,1.0,1.0
44934,156918,1.0,1.0
44935,156919,1.0,0.1328
44936,156920,1.0,1.0
44937,156921,1.0,1.0
44938,156922,0.0534,1.0
44939,156923,0.0001,1.0
44940,156924,1.0,0.0001
44941,156925,0.1794,0.9526
44942,156926,0.6984,0.4607
44943,156927,1.0,1.0
44944,156928,1.0,0.0001
44945,156929,0.0001,1.0
44946,156930,1.0,1.0
44947,156931,0.7574,0.7401
44948,156932,1.0,1.0
44949,156933,0.9754,0.0657
44950,156934,0.6408,0.6228
44951,156935,1.0,0.0001
44952,156936,1.0,0.0001
44953,156937,0.0001,1.0
44954,156938,1.0,1.0
44955,156939,1.0,0.2313
44956,156940,1.0,1.0
44957,156941,1.0,1.0
44958,156942,1.0,1.0
44959,156943,0.0001,1.0
44960,156944,1.0,1.0
44961,156945,1.0,0.0001
44962,156946,1.0,1.0
44963,156947,0.0001,1.0
44964,156948,1.0,1.0
44965,156949,0.0221,0.986
44966,156950,0.0001,1.0
44967,156951,1.0,1.0
44968,156952,0.0001,1.0
44969,156953,1.0,1.0
44970,156955,0.0001,1.0
44971,156956,0.5137,1.0
44972,156957,0.2369,1.0
44973,156958,1.0,1.0
44974,156959,1.0,1.0
44975,156960,1.0,1.0
44976,156961,0.0002,1.0
44977,156962,1.0,1.0
44978,156963,0.0001,1.0
44979,156996,1.0,1.0
44980,156998,1.0,1.0
44981,157004,1.0,1.0
44982,157014,0.0431,0.9744
44983,157015,0.0001,1.0
44984,157027,1.0,1.0
44985,157030,1.0,1.0
44986,157044,1.0,1.0
44987,157073,1.0,1.0
44988,157076,0.2288,1.0
44989,157079,1.0,1.0
44990,157108,0.034,0.9966
44991,157112,1.0,0.0001
44992,157115,0.4981,0.8704
44993,157124,1.0,1.0
44994,157125,0.1296,1.0
44995,157182,1.0,1.0
44996,157203,1.0,1.0
44997,157210,1.0,0.4907
44998,157219,1.0,1.0
44999,157235,0.0001,1.0
45000,157248,1.0,1.0
45001,157249,1.0,1.0
45002,157250,1.0,1.0
45003,157251,0.0001,1.0
45004,157253,1.0,1.0
45005,157254,1.0,1.0
45006,157256,1.0,0.075
45007,157257,0.0001,1.0
45008,157258,1.0,1.0
45009,157260,1.0,0.0001
45010,157262,0.0001,1.0
45011,157263,1.0,1.0
45012,157264,1.0,1.0
45013,157265,1.0,1.0
45014,157266,1.0,1.0
45015,157267,1.0,1.0
45016,157268,1.0,1.0
45017,157269,1.0,1.0
45018,157270,1.0,0.0001
45019,157271,1.0,1.0
45020,157272,1.0,1.0
45021,157273,1.0,1.0
45022,157274,1.0,1.0
45023,157275,1.0,1.0
45024,157276,1.0,1.0
45025,157277,1.0,1.0
45026,157278,0.0001,1.0
45027,157281,0.0001,1.0
45028,157282,1.0,1.0
45029,157284,1.0,1.0
45030,157285,1.0,1.0
45031,157286,1.0,1.0
45032,157287,1.0,1.0
45033,157288,0.0001,1.0
45034,157289,1.0,1.0
45035,157290,1.0,1.0
45036,157291,1.0,1.0
45037,157292,1.0,0.0001
45038,157293,0.7449,0.3525
45039,157294,1.0,0.0003
45040,157295,0.0001,1.0
45041,157296,0.0001,1.0
45042,157297,0.0001,1.0
45043,157298,1.0,1.0
45044,157299,1.0,1.0
45045,157300,1.0,1.0
45046,157301,0.399,0.6614
45047,157302,1.0,0.0001
45048,157303,0.0001,1.0
45049,157304,1.0,1.0
45050,157305,1.0,1.0
45051,157306,1.0,1.0
45052,157307,1.0,1.0
45053,157308,0.0001,1.0
45054,157309,0.0001,1.0
45055,157310,1.0,1.0
45056,157311,1.0,1.0
45057,157312,1.0,0.0001
45058,157313,1.0,1.0
45059,157314,1.0,1.0
45060,157315,1.0,1.0
45061,157316,1.0,1.0
45062,157317,0.5023,0.8739
45063,157318,1.0,1.0
45064,157319,0.0001,1.0
45065,157320,1.0,1.0
45066,157321,1.0,1.0
45067,157322,1.0,0.0001
45068,157323,0.0001,1.0
45069,157325,0.0001,1.0
45070,157326,0.9847,0.0363
45071,157327,1.0,0.2135
45072,157328,1.0,0.5074
45073,157329,1.0,1.0
45074,157330,1.0,0.2676
45075,157331,1.0,1.0
45076,157333,0.0011,1.0
45077,157334,1.0,0.0001
45078,157335,0.5959,0.4862
45079,157336,1.0,0.0002
45080,157337,1.0,0.0002
45081,157338,0.8294,0.4809
45082,157339,1.0,1.0
45083,157340,1.0,0.0001
45084,157341,0.0001,1.0
45085,157342,1.0,0.0001
45086,157343,1.0,1.0
45087,157344,1.0,1.0
45088,157345,0.0002,1.0
45089,157346,0.0001,1.0
45090,157347,1.0,1.0
45091,157348,1.0,1.0
45092,157349,0.5026,1.0
45093,157350,1.0,1.0
45094,157351,0.4398,0.6719
45095,157352,1.0,0.5064
45096,157353,1.0,1.0
45097,157354,1.0,1.0
45098,157355,1.0,1.0
45099,157356,1.0,1.0
45100,157357,0.7513,0.4095
45101,157358,0.7721,0.303
45102,157359,1.0,0.0001
45103,157360,1.0,1.0
45104,157361,1.0,1.0
45105,157362,0.004,1.0
45106,157363,1.0,1.0
45107,157364,0.0273,1.0
45108,157365,1.0,1.0
45109,157366,1.0,1.0
45110,157367,1.0,0.0001
45111,157368,1.0,1.0
45112,157369,1.0,1.0
45113,157370,1.0,1.0
45114,157371,0.0001,1.0
45115,157372,0.6397,0.4366
45116,157373,1.0,1.0
45117,157374,0.9636,0.0971
45118,157375,1.0,1.0
45119,157376,1.0,0.0001
45120,157377,0.1823,0.8587
45121,157378,1.0,1.0
45122,157379,1.0,1.0
45123,157380,1.0,1.0
45124,157381,1.0,0.0001
45125,157382,1.0,1.0
45126,157383,0.0001,1.0
45127,157384,0.0001,1.0
45128,157385,1.0,1.0
45129,157386,1.0,0.0001
45130,157387,1.0,1.0
45131,157388,1.0,1.0
45132,157389,1.0,1.0
45133,157390,0.9999,0.0004
45134,157391,0.0001,1.0
45135,157392,1.0,1.0
45136,157393,1.0,1.0
45137,157394,1.0,1.0
45138,157395,1.0,1.0
45139,157396,1.0,0.0001
45140,157397,1.0,1.0
45141,157398,0.0001,1.0
45142,157399,1.0,0.005
45143,157400,1.0,1.0
45144,157402,0.308,0.9026
45145,157403,1.0,0.0001
45146,157404,0.0001,1.0
45147,157405,0.0009,1.0
45148,157406,0.0001,1.0
45149,157407,0.0001,1.0
45150,157408,1.0,1.0
45151,157409,0.9744,0.0322
45152,157410,1.0,1.0
45153,157411,1.0,0.0001
45154,157412,1.0,0.0001
45155,157413,1.0,0.0001
45156,157414,1.0,1.0
45157,157415,1.0,1.0
45158,157416,0.0001,1.0
45159,157417,1.0,1.0
45160,157418,1.0,0.5171
45161,157419,1.0,0.0001
45162,157420,0.4752,0.8224
45163,157421,1.0,1.0
45164,157422,1.0,1.0
45165,157423,0.4891,1.0
45166,157424,1.0,1.0
45167,157425,1.0,1.0
45168,157426,1.0,0.0001
45169,157427,1.0,1.0
45170,157428,1.0,1.0
45171,157429,0.0001,1.0
45172,157430,1.0,1.0
45173,157431,0.0033,0.9977
45174,157432,0.0001,1.0
45175,157433,1.0,1.0
45176,157434,0.4254,0.6232
45177,157435,1.0,0.0001
45178,157436,0.9671,0.0475
45179,157437,1.0,0.2489
45180,157438,1.0,1.0
45181,157439,1.0,1.0
45182,157440,1.0,1.0
45183,157441,1.0,1.0
45184,157442,1.0,0.0001
45185,157443,1.0,1.0
45186,157444,1.0,1.0
45187,157445,1.0,0.0001
45188,157446,0.0204,0.9862
45189,157447,0.0027,0.9998
45190,157448,1.0,1.0
45191,157449,1.0,1.0
45192,157450,1.0,1.0
45193,157451,1.0,0.0001
45194,157452,1.0,1.0
45195,157453,1.0,1.0
45196,157454,1.0,1.0
45197,157455,0.0001,1.0
45198,157456,1.0,1.0
45199,157457,1.0,1.0
45200,157458,1.0,0.2781
45201,157459,1.0,1.0
45202,157460,1.0,1.0
45203,157461,0.0003,1.0
45204,157462,1.0,1.0
45205,157463,1.0,0.176
45206,157464,1.0,1.0
45207,157465,1.0,0.0001
45208,157466,1.0,1.0
45209,157467,1.0,1.0
45210,157468,1.0,1.0
45211,157469,0.9996,0.0013
45212,157470,1.0,1.0
45213,157471,1.0,1.0
45214,157472,1.0,1.0
45215,157473,1.0,1.0
45216,157474,1.0,1.0
45217,157475,1.0,1.0
45218,157476,0.0001,1.0
45219,157477,1.0,1.0
45220,157478,1.0,1.0
45221,157479,1.0,0.0001
45222,157480,1.0,1.0
45223,157481,0.0001,1.0
45224,157482,1.0,1.0
45225,157483,0.0001,1.0
45226,157484,1.0,1.0
45227,157485,0.4887,1.0
45228,157486,1.0,1.0
45229,157487,1.0,1.0
45230,157488,1.0,1.0
45231,157489,1.0,1.0
45232,157490,1.0,1.0
45233,157491,1.0,0.078
45234,157492,1.0,0.0001
45235,157493,0.0001,1.0
45236,157494,1.0,1.0
45237,157495,1.0,0.0001
45238,157496,1.0,1.0
45239,157497,0.0001,1.0
45240,157498,1.0,0.1173
45241,157499,1.0,1.0
45242,157500,0.1391,0.9281
45243,157502,1.0,1.0
45244,157503,1.0,1.0
45245,157504,1.0,1.0
45246,157505,0.0001,1.0
45247,157951,1.0,1.0
45248,157992,1.0,0.0001
45249,158017,1.0,1.0
45250,158072,1.0,1.0
45251,158121,1.0,1.0
45252,158141,0.0001,1.0
45253,158157,1.0,1.0
45254,158171,1.0,1.0
45255,158181,1.0,0.0001
45256,158185,0.0001,1.0
45257,158186,1.0,1.0
45258,158187,0.0667,1.0
45259,158189,1.0,1.0
45260,158190,1.0,0.0001
45261,158192,1.0,1.0
45262,158194,1.0,1.0
45263,158195,0.206,0.8795
45264,158196,1.0,1.0
45265,158197,1.0,1.0
45266,158198,1.0,0.0001
45267,158199,1.0,0.5228
45268,158200,0.0012,0.9986
45269,158201,0.0395,0.9858
45270,158202,1.0,1.0
45271,158203,1.0,1.0
45272,158204,1.0,1.0
45273,158205,0.0001,1.0
45274,158207,1.0,1.0
45275,158208,1.0,1.0
45276,158209,0.0001,1.0
45277,158210,1.0,0.4851
45278,158211,1.0,0.0001
45279,158212,1.0,0.2465
45280,158213,0.0169,0.9957
45281,158214,0.0042,0.9982
45282,158215,1.0,1.0
45283,158216,0.0001,1.0
45284,158217,0.2109,0.9621
45285,158218,1.0,1.0
45286,158219,0.0001,1.0
45287,158220,1.0,0.0001
45288,158221,1.0,0.5276
45289,158222,0.0001,1.0
45290,158223,1.0,1.0
45291,158224,1.0,0.0001
45292,158225,1.0,1.0
45293,158226,0.0001,1.0
45294,158228,0.0012,1.0
45295,158229,1.0,1.0
45296,158230,1.0,1.0
45297,158232,0.4081,0.8
45298,158233,1.0,1.0
45299,158237,1.0,0.2632
45300,158238,1.0,1.0
45301,158239,0.1038,1.0
45302,158240,1.0,1.0
45303,158241,1.0,1.0
45304,158242,1.0,1.0
45305,158243,1.0,1.0
45306,158244,1.0,0.5027
45307,158245,1.0,1.0
45308,158246,1.0,0.0001
45309,158247,1.0,1.0
45310,158248,0.1011,1.0
45311,158249,0.0001,1.0
45312,158250,1.0,1.0
45313,158251,1.0,1.0
45314,158252,0.4057,0.6595
45315,158253,0.0001,1.0
45316,158254,1.0,1.0
45317,158255,1.0,1.0
45318,158256,0.0001,1.0
45319,158257,1.0,1.0
45320,158258,0.0001,1.0
45321,158259,1.0,0.0001
45322,158260,1.0,1.0
45323,158261,0.9998,0.0013
45324,158262,1.0,1.0
45325,158263,1.0,1.0
45326,158264,1.0,1.0
45327,158265,1.0,1.0
45328,158266,1.0,0.0044
45329,158267,1.0,1.0
45330,158268,1.0,1.0
45331,158269,1.0,1.0
45332,158270,1.0,1.0
45333,158272,1.0,1.0
45334,158273,0.6878,0.6828
45335,158274,1.0,1.0
45336,158275,1.0,1.0
45337,158276,0.0009,1.0
45338,158277,1.0,1.0
45339,158278,1.0,1.0
45340,158279,0.0001,1.0
45341,158280,1.0,1.0
45342,158281,1.0,0.0152
45343,158282,1.0,1.0
45344,158283,1.0,1.0
45345,158284,1.0,1.0
45346,158285,0.0001,1.0
45347,158294,1.0,0.0001
45348,158296,0.0001,1.0
45349,158301,1.0,1.0
45350,158317,1.0,1.0
45351,158326,0.0001,1.0
45352,158331,1.0,1.0
45353,158335,1.0,0.0001
45354,158338,0.3682,0.7981
45355,158339,1.0,1.0
45356,158364,0.2222,0.9396
45357,158402,1.0,0.0001
45358,158427,1.0,1.0
45359,158428,1.0,1.0
45360,158438,1.0,1.0
45361,158441,1.0,1.0
45362,158459,1.0,1.0
45363,158488,1.0,1.0
45364,158502,1.0,1.0
45365,158513,0.1084,1.0
45366,158518,1.0,1.0
45367,158521,0.0001,1.0
45368,158529,0.0001,1.0
45369,158544,1.0,1.0
45370,158547,0.03,1.0
45371,158555,0.004,1.0
45372,158563,1.0,0.0067
45373,158575,0.0001,1.0
45374,158592,1.0,0.0001
45375,158593,0.1175,1.0
45376,158594,1.0,0.0001
45377,158595,1.0,1.0
45378,158596,0.4935,0.817
45379,158597,1.0,1.0
45380,158598,1.0,0.2264
45381,158599,1.0,1.0
45382,158601,1.0,1.0
45383,158603,0.9102,0.1896
45384,158604,1.0,0.0206
45385,158606,1.0,1.0
45386,158607,1.0,0.5167
45387,158608,1.0,1.0
45388,158609,1.0,1.0
45389,158610,1.0,0.0001
45390,158611,1.0,1.0
45391,158613,1.0,1.0
45392,158614,1.0,1.0
45393,158615,0.0001,1.0
45394,158616,0.1601,0.9098
45395,158617,0.0045,1.0
45396,158618,0.8857,0.2765
45397,158619,1.0,1.0
45398,158620,0.532,1.0
45399,158621,0.0001,1.0
45400,158623,1.0,0.0001
45401,158624,0.7361,0.7663
45402,158625,1.0,1.0
45403,158627,1.0,1.0
45404,158628,1.0,1.0
45405,158629,1.0,1.0
45406,158630,1.0,0.0001
45407,158631,0.0001,1.0
45408,158632,1.0,0.0001
45409,158633,1.0,1.0
45410,158634,0.7521,0.7518
45411,158635,0.0001,1.0
45412,158636,1.0,1.0
45413,158637,0.0001,1.0
45414,158638,0.9849,0.1127
45415,158639,0.0001,1.0
45416,158640,1.0,1.0
45417,158641,1.0,1.0
45418,158642,1.0,0.0001
45419,158643,0.0192,1.0
45420,158644,0.0001,1.0
45421,158646,1.0,1.0
45422,158647,0.0001,1.0
45423,158648,1.0,1.0
45424,158649,1.0,1.0
45425,158650,0.0344,0.972
45426,158651,1.0,1.0
45427,158652,0.9964,0.023
45428,158653,1.0,1.0
45429,158654,0.4894,0.8331
45430,158655,1.0,1.0
45431,158656,0.9401,0.2915
45432,158657,1.0,1.0
45433,158658,1.0,1.0
45434,158659,0.0001,1.0
45435,158661,1.0,0.2468
45436,158662,1.0,1.0
45437,158663,0.9924,0.0178
45438,158664,1.0,1.0
45439,158665,1.0,1.0
45440,158666,1.0,1.0
45441,158667,1.0,1.0
45442,158668,0.0125,1.0
45443,158669,1.0,1.0
45444,158670,0.538,0.5155
45445,158671,1.0,1.0
45446,158672,0.0001,1.0
45447,158673,1.0,1.0
45448,158674,1.0,1.0
45449,158675,1.0,1.0
45450,158676,1.0,1.0
45451,158677,1.0,1.0
45452,158678,1.0,0.0008
45453,158679,1.0,1.0
45454,158680,0.1298,0.9364
45455,158681,1.0,1.0
45456,158682,1.0,1.0
45457,158683,0.7604,0.7443
45458,158684,1.0,1.0
45459,158685,1.0,1.0
45460,158686,1.0,0.0001
45461,158687,1.0,1.0
45462,158688,1.0,0.0001
45463,158689,0.0001,1.0
45464,158690,0.0565,1.0
45465,158691,1.0,1.0
45466,158692,1.0,1.0
45467,158693,1.0,1.0
45468,158694,1.0,0.5243
45469,158695,1.0,0.0001
45470,158696,1.0,1.0
45471,158697,1.0,1.0
45472,158698,1.0,0.0324
45473,158699,1.0,1.0
45474,158700,0.0012,1.0
45475,158701,1.0,0.0001
45476,158702,1.0,0.0003
45477,158703,1.0,0.4938
45478,158704,1.0,1.0
45479,158705,1.0,1.0
45480,158706,1.0,1.0
45481,158707,0.0001,1.0
45482,158708,1.0,1.0
45483,158709,0.8466,0.1993
45484,158710,1.0,1.0
45485,158711,1.0,0.0001
45486,158712,1.0,1.0
45487,158713,1.0,1.0
45488,158714,0.0661,1.0
45489,158715,1.0,1.0
45490,158716,1.0,0.0001
45491,158717,0.0001,1.0
45492,158718,0.9861,0.02
45493,158719,1.0,1.0
45494,158720,1.0,1.0
45495,158721,1.0,0.0001
45496,158722,0.0001,1.0
45497,158723,1.0,1.0
45498,158724,0.2455,1.0
45499,158725,1.0,0.0001
45500,158726,1.0,0.4997
45501,158727,1.0,0.0003
45502,158728,1.0,0.0005
45503,158729,1.0,1.0
45504,158730,1.0,1.0
45505,158731,1.0,1.0
45506,158732,1.0,1.0
45507,158733,1.0,1.0
45508,158734,1.0,1.0
45509,158735,1.0,1.0
45510,158736,0.0001,1.0
45511,158737,0.0001,1.0
45512,158738,0.0001,1.0
45513,158739,1.0,1.0
45514,158740,0.0001,1.0
45515,158741,1.0,0.0001
45516,158742,1.0,1.0
45517,158743,1.0,1.0
45518,158744,1.0,1.0
45519,158747,0.0178,1.0
45520,158748,1.0,0.0001
45521,158749,1.0,0.1119
45522,158750,1.0,1.0
45523,158753,1.0,1.0
45524,158754,0.45,0.6206
45525,158755,1.0,1.0
45526,158756,1.0,0.0001
45527,158757,1.0,0.0001
45528,158758,1.0,1.0
45529,158759,1.0,0.0026
45530,158760,1.0,1.0
45531,158762,1.0,1.0
45532,158763,1.0,0.0001
45533,158764,0.0001,1.0
45534,158765,0.0001,1.0
45535,158766,0.0001,1.0
45536,158767,1.0,0.0001
45537,158768,1.0,1.0
45538,158769,1.0,0.0001
45539,158770,1.0,0.0001
45540,158771,1.0,1.0
45541,158772,1.0,1.0
45542,158773,0.0435,0.9805
45543,158774,1.0,0.5032
45544,158775,0.0001,1.0
45545,158776,1.0,1.0
45546,158777,1.0,1.0
45547,158778,1.0,1.0
45548,158779,0.003,0.999
45549,158780,0.0001,1.0
45550,158781,1.0,1.0
45551,158782,1.0,0.0001
45552,158783,1.0,0.4892
45553,158784,1.0,1.0
45554,158785,1.0,1.0
45555,158786,0.5082,1.0
45556,158787,1.0,1.0
45557,158788,1.0,1.0
45558,158789,1.0,1.0
45559,158790,1.0,1.0
45560,158791,1.0,0.0001
45561,158792,1.0,1.0
45562,158793,1.0,1.0
45563,158794,1.0,1.0
45564,158795,1.0,1.0
45565,158796,1.0,1.0
45566,158797,1.0,1.0
45567,158798,1.0,0.0001
45568,158799,1.0,1.0
45569,158800,0.0004,0.9998
45570,158801,1.0,1.0
45571,158802,1.0,1.0
45572,158803,1.0,1.0
45573,158804,0.1174,1.0
45574,158805,0.1336,1.0
45575,158806,1.0,1.0
45576,158807,1.0,1.0
45577,158808,1.0,0.5389
45578,158809,1.0,1.0
45579,158810,1.0,1.0
45580,158811,1.0,1.0
45581,158812,1.0,1.0
45582,158813,1.0,0.0001
45583,158814,1.0,1.0
45584,158815,1.0,0.0001
45585,158816,1.0,1.0
45586,158817,1.0,0.0001
45587,158818,0.0001,1.0
45588,158819,1.0,1.0
45589,158820,1.0,1.0
45590,158821,0.0428,0.9917
45591,158822,1.0,1.0
45592,158823,1.0,1.0
45593,158824,1.0,1.0
45594,158825,1.0,1.0
45595,158826,1.0,1.0
45596,158827,1.0,0.0001
45597,158828,1.0,1.0
45598,158829,1.0,0.0001
45599,158830,1.0,1.0
45600,158831,1.0,1.0
45601,158832,1.0,1.0
45602,159191,1.0,1.0
45603,159223,1.0,1.0
45604,159234,0.8412,0.2208
45605,159246,0.0437,0.9738
45606,159345,0.0956,0.9758
45607,159381,0.0001,1.0
45608,159398,1.0,0.0001
45609,159414,1.0,1.0
45610,159421,0.0001,1.0
45611,159428,0.0001,1.0
45612,159429,1.0,1.0
45613,159465,0.0001,1.0
45614,159477,0.0001,1.0
45615,159484,1.0,1.0
45616,159488,1.0,1.0
45617,159489,1.0,1.0
45618,159490,1.0,0.0001
45619,159500,0.0001,1.0
45620,159516,1.0,1.0
45621,159517,1.0,0.0001
45622,159518,1.0,1.0
45623,159519,1.0,1.0
45624,159521,1.0,1.0
45625,159522,1.0,0.0028
45626,159523,1.0,1.0
45627,159524,1.0,1.0
45628,159525,1.0,0.5068
45629,159526,1.0,1.0
45630,159527,0.1469,1.0
45631,159528,1.0,1.0
45632,159529,1.0,1.0
45633,159530,1.0,0.0001
45634,159531,1.0,1.0
45635,159532,1.0,1.0
45636,159533,0.1375,0.9792
45637,159534,1.0,1.0
45638,159535,1.0,1.0
45639,159536,1.0,1.0
45640,159537,0.0001,1.0
45641,159538,0.3493,0.7543
45642,159539,1.0,1.0
45643,159540,1.0,1.0
45644,159541,0.9989,0.0193
45645,159542,1.0,0.0001
45646,159544,1.0,1.0
45647,159545,1.0,0.0001
45648,159546,0.0001,1.0
45649,159547,1.0,0.0001
45650,159548,1.0,0.0001
45651,159549,1.0,0.0002
45652,159550,1.0,1.0
45653,159551,1.0,1.0
45654,159552,1.0,0.2451
45655,159553,1.0,1.0
45656,159554,0.001,1.0
45657,159555,0.0001,1.0
45658,159556,1.0,1.0
45659,159559,0.2714,1.0
45660,159560,1.0,1.0
45661,159561,1.0,1.0
45662,159562,1.0,0.283
45663,159563,1.0,1.0
45664,159564,1.0,0.0001
45665,159565,1.0,1.0
45666,159566,1.0,1.0
45667,159567,1.0,1.0
45668,159568,1.0,0.0001
45669,159569,1.0,1.0
45670,159570,1.0,1.0
45671,159571,1.0,0.5196
45672,159572,1.0,1.0
45673,159573,0.0001,1.0
45674,159574,1.0,0.0001
45675,159575,1.0,1.0
45676,159576,1.0,1.0
45677,159577,0.0001,1.0
45678,159578,1.0,1.0
45679,159579,0.0001,1.0
45680,159580,0.0001,1.0
45681,159581,1.0,0.0171
45682,159582,1.0,1.0
45683,159583,1.0,1.0
45684,159584,0.0001,1.0
45685,159585,1.0,1.0
45686,159586,0.0001,1.0
45687,159587,1.0,0.01
45688,159588,0.2458,1.0
45689,159589,1.0,1.0
45690,159590,1.0,1.0
45691,159591,1.0,0.0001
45692,159592,1.0,0.2635
45693,159593,1.0,1.0
45694,159594,0.0001,1.0
45695,159595,0.9999,0.0012
45696,159596,1.0,1.0
45697,159597,1.0,1.0
45698,159598,1.0,1.0
45699,159599,1.0,1.0
45700,159600,1.0,1.0
45701,159601,1.0,1.0
45702,159602,0.0001,1.0
45703,159603,1.0,1.0
45704,159604,1.0,0.0001
45705,159605,0.0001,1.0
45706,159606,0.0001,1.0
45707,159607,1.0,1.0
45708,159608,0.0003,1.0
45709,159609,1.0,0.265
45710,159610,1.0,1.0
45711,159611,1.0,0.0001
45712,159612,1.0,1.0
45713,159613,1.0,1.0
45714,159614,1.0,1.0
45715,159615,0.0001,1.0
45716,159616,0.0001,1.0
45717,159617,1.0,1.0
45718,159618,0.2564,1.0
45719,159620,1.0,1.0
45720,159621,1.0,1.0
45721,159622,0.9656,0.1915
45722,159623,0.974,0.0346
45723,159624,1.0,0.0001
45724,159625,1.0,1.0
45725,159640,1.0,1.0
45726,159641,1.0,0.0001
45727,159669,0.0001,1.0
45728,159685,0.141,1.0
45729,159693,1.0,1.0
45730,159696,1.0,1.0
45731,159705,1.0,1.0
45732,159706,0.0001,1.0
45733,159713,1.0,1.0
45734,159715,1.0,0.0001
45735,159721,1.0,1.0
45736,159723,1.0,1.0
45737,159730,1.0,1.0
45738,159734,1.0,0.0001
45739,159736,1.0,1.0
45740,159758,0.9791,0.0708
45741,159775,0.7316,0.6359
45742,159789,1.0,1.0
45743,159823,0.0001,1.0
45744,159840,1.0,1.0
45745,159874,1.0,0.0606
45746,159876,1.0,1.0
45747,159889,1.0,1.0
45748,159890,1.0,0.4977
45749,159891,0.1303,0.9717
45750,159892,0.2415,1.0
45751,159893,1.0,0.0001
45752,159894,0.4888,1.0
45753,159895,0.0083,1.0
45754,159896,1.0,0.0001
45755,159897,1.0,1.0
45756,159899,0.3142,0.9382
45757,159901,1.0,0.0002
45758,159902,1.0,1.0
45759,159904,0.768,0.7332
45760,159905,0.0004,1.0
45761,159906,1.0,1.0
45762,159907,1.0,1.0
45763,159908,1.0,1.0
45764,159909,1.0,0.0001
45765,159910,1.0,1.0
45766,159911,1.0,0.0123
45767,159912,1.0,0.0001
45768,159913,1.0,1.0
45769,159914,1.0,1.0
45770,159915,1.0,0.0001
45771,159916,0.0001,1.0
45772,159917,1.0,0.0001
45773,159918,0.4978,0.8072
45774,159919,1.0,1.0
45775,159920,0.0001,1.0
45776,159921,1.0,0.0001
45777,159922,1.0,1.0
45778,159923,0.0001,1.0
45779,159924,1.0,1.0
45780,159925,1.0,1.0
45781,159926,1.0,0.1102
45782,159927,1.0,1.0
45783,159928,1.0,1.0
45784,159929,1.0,1.0
45785,159930,1.0,1.0
45786,159931,1.0,0.1284
45787,159932,0.9367,0.0804
45788,159933,1.0,1.0
45789,159934,1.0,1.0
45790,159935,1.0,0.249
45791,159936,1.0,1.0
45792,159937,0.1388,0.8886
45793,159938,1.0,0.0001
45794,159939,0.7971,0.5123
45795,159940,1.0,1.0
45796,159941,1.0,0.0001
45797,159942,0.0001,1.0
45798,159943,1.0,1.0
45799,159944,1.0,1.0
45800,159945,1.0,0.0637
45801,159946,1.0,1.0
45802,159947,1.0,1.0
45803,159948,1.0,1.0
45804,159949,1.0,1.0
45805,159950,0.0001,1.0
45806,159951,1.0,1.0
45807,159952,1.0,1.0
45808,159953,1.0,1.0
45809,159954,1.0,1.0
45810,159955,1.0,1.0
45811,159956,1.0,1.0
45812,159957,0.0001,1.0
45813,159958,1.0,1.0
45814,159959,1.0,1.0
45815,159960,0.0001,1.0
45816,159961,0.0003,1.0
45817,159962,1.0,0.0001
45818,159963,1.0,1.0
45819,159964,0.0001,1.0
45820,159965,1.0,0.0001
45821,159966,1.0,0.0001
45822,159967,1.0,0.0001
45823,159968,1.0,1.0
45824,159969,1.0,1.0
45825,159971,0.0001,1.0
45826,159972,1.0,1.0
45827,159973,1.0,1.0
45828,159974,1.0,1.0
45829,159975,1.0,1.0
45830,159976,1.0,0.0001
45831,159977,1.0,1.0
45832,159978,1.0,1.0
45833,159979,1.0,0.0001
45834,159980,1.0,1.0
45835,159981,1.0,1.0
45836,159982,1.0,0.0001
45837,159983,1.0,1.0
45838,159984,1.0,1.0
45839,159985,1.0,1.0
45840,159986,0.0001,1.0
45841,159987,1.0,1.0
45842,159988,1.0,1.0
45843,159989,1.0,1.0
45844,159990,1.0,1.0
45845,159991,1.0,0.0001
45846,159992,1.0,1.0
45847,159993,1.0,1.0
45848,159994,0.9841,0.1188
45849,159995,1.0,1.0
45850,159996,1.0,0.0001
45851,159997,0.3485,0.7694
45852,159998,1.0,1.0
45853,159999,0.0001,1.0
45854,160000,1.0,1.0
45855,160001,1.0,0.0001
45856,160002,1.0,0.0001
45857,160003,1.0,1.0
45858,160005,1.0,1.0
45859,160006,1.0,1.0
45860,160007,0.0395,0.9908
45861,160008,1.0,1.0
45862,160009,0.0001,1.0
45863,160010,1.0,0.0001
45864,160011,1.0,1.0
45865,160012,1.0,1.0
45866,160013,1.0,1.0
45867,160014,1.0,1.0
45868,160015,1.0,0.0001
45869,160016,0.7723,0.5031
