id,pvalue,decission,means,vertex_class
2075,1.0,undecided,0.0,undecided
2076,1.0,undecided,0.0,undecided
2078,1.0,undecided,-0.02132701421800948,undecided
2079,1.0,undecided,0.0,undecided
2080,1.0,undecided,0.0,undecided
2081,0.0009765625,decided,-0.018957345971563982,deep
2082,1.0,undecided,-0.04739336492890995,undecided
2083,1.0,undecided,-0.037914691943127965,undecided
2084,1.0,undecided,-0.17061611374407584,undecided
2085,1.0,undecided,0.0,undecided
2086,1.0,undecided,0.0,undecided
2087,1.0,undecided,0.0,undecided
2088,1.0,undecided,-0.004739336492890996,undecided
2089,1.0,undecided,0.0,undecided
2090,1.0,undecided,0.0,undecided
2091,1.0,undecided,0.0,undecided
2092,1.0,undecided,0.0,undecided
2093,1.0,undecided,-0.15639810426540285,undecided
2095,1.0,undecided,-0.002369668246445498,undecided
2096,1.0,undecided,-0.002369668246445497,undecided
2097,1.0,undecided,-0.004739336492890996,undecided
2098,0.0009765625,decided,0.8507109004739336,shallow
2099,1.0,undecided,0.0,undecided
2100,1.0,undecided,0.0,undecided
2101,1.0,undecided,-0.004739336492890996,undecided
2102,1.0,undecided,0.4146919431279621,undecided
2103,0.0009765625,decided,0.9218009478672986,shallow
2104,1.0,undecided,0.0,undecided
2105,1.0,undecided,-0.011848341232227487,undecided
2106,1.0,undecided,0.0,undecided
2107,1.0,undecided,-0.0071090047393364926,undecided
2108,1.0,undecided,-0.20853080568720378,undecided
2109,1.0,undecided,0.0,undecided
2110,0.0009765625,decided,-0.4881516587677725,deep
2111,1.0,undecided,-0.061611374407582936,undecided
2112,1.0,undecided,0.0,undecided
2117,1.0,undecided,0.0,undecided
2128,1.0,undecided,-0.023696682464454975,undecided
2156,1.0,undecided,-0.004739336492890996,undecided
2158,0.0009765625,decided,-0.052132701421800945,deep
2182,0.0009765625,decided,-0.037914691943127965,deep
2184,1.0,undecided,0.0,undecided
2187,1.0,undecided,-0.014218009478672985,undecided
2202,1.0,undecided,-0.1066350710900474,undecided
2208,1.0,undecided,0.0,undecided
2218,1.0,undecided,0.0,undecided
2231,1.0,undecided,0.0,undecided
2243,1.0,undecided,-0.018957345971563982,undecided
2244,1.0,undecided,0.0,undecided
2245,1.0,undecided,0.0,undecided
2250,1.0,undecided,-0.002369668246445498,undecided
2259,1.0,undecided,0.0,undecided
2262,1.0,undecided,-0.023696682464454975,undecided
2266,1.0,undecided,0.0,undecided
2278,1.0,undecided,-0.07819905213270142,undecided
2293,1.0,undecided,0.0,undecided
2294,1.0,undecided,0.0,undecided
2298,1.0,undecided,0.0,undecided
2318,1.0,undecided,0.0,undecided
2321,1.0,undecided,0.0,undecided
2347,1.0,undecided,0.0,undecided
2366,1.0,undecided,-0.002369668246445498,undecided
2367,1.0,undecided,0.0,undecided
2368,1.0,undecided,0.0,undecided
2378,1.0,undecided,-0.004739336492890996,undecided
2379,1.0,undecided,0.0,undecided
2381,1.0,undecided,-0.002369668246445498,undecided
2383,1.0,undecided,0.0,undecided
2384,1.0,undecided,-0.035545023696682464,undecided
2386,1.0,undecided,0.0,undecided
2387,1.0,undecided,-0.002369668246445498,undecided
2388,1.0,undecided,-0.014218009478672985,undecided
2389,1.0,undecided,-0.08293838862559241,undecided
2390,1.0,undecided,0.0,undecided
2391,1.0,undecided,0.0,undecided
2392,1.0,undecided,0.0,undecided
2393,1.0,undecided,0.0,undecided
2394,1.0,undecided,0.0,undecided
2395,1.0,undecided,0.0,undecided
2396,1.0,undecided,-0.02132701421800948,undecided
2397,1.0,undecided,0.0,undecided
2398,1.0,undecided,-0.030805687203791468,undecided
2402,1.0,undecided,0.07109004739336493,undecided
2403,1.0,undecided,0.0,undecided
2404,1.0,undecided,-0.09004739336492891,undecided
2405,1.0,undecided,0.0,undecided
2408,1.0,undecided,0.0,undecided
2409,1.0,undecided,-0.0995260663507109,undecided
2410,1.0,undecided,-0.014218009478672985,undecided
2411,0.0009765625,decided,-0.0071090047393364926,deep
2412,0.0009765625,decided,-0.035545023696682464,deep
2413,1.0,undecided,-0.002369668246445498,undecided
2414,1.0,undecided,-0.002369668246445498,undecided
2415,1.0,undecided,0.0,undecided
2416,1.0,undecided,0.0,undecided
2417,1.0,undecided,0.0,undecided
2418,1.0,undecided,0.0,undecided
2419,1.0,undecided,-0.18246445497630331,undecided
2420,1.0,undecided,-0.05924170616113744,undecided
2421,1.0,undecided,-0.004739336492890996,undecided
2422,1.0,undecided,-0.004739336492890996,undecided
2423,1.0,undecided,-0.030805687203791468,undecided
2424,0.0009765625,decided,-0.15402843601895735,deep
