id,pvalue,decission,means,vertex_class
2525,1.0,undecided,0.0,undecided
2526,1.0,undecided,0.0,undecided
2527,1.0,undecided,0.0,undecided
2528,1.0,undecided,0.0,undecided
2529,1.0,undecided,0.0,undecided
2530,1.0,undecided,0.0,undecided
2531,1.0,undecided,0.0,undecided
2532,1.0,undecided,0.0,undecided
2533,1.0,undecided,0.0,undecided
2534,1.0,undecided,0.0,undecided
2535,1.0,undecided,0.0,undecided
2536,1.0,undecided,0.0,undecided
2537,1.0,undecided,0.0,undecided
2538,1.0,undecided,0.0,undecided
2539,1.0,undecided,0.0,undecided
2540,1.0,undecided,0.0,undecided
2541,1.0,undecided,0.0,undecided
2542,1.0,undecided,0.0,undecided
2543,1.0,undecided,0.0,undecided
2544,1.0,undecided,0.0,undecided
2545,1.0,undecided,0.0,undecided
2546,1.0,undecided,0.0,undecided
2547,1.0,undecided,0.0,undecided
2548,1.0,undecided,0.0,undecided
2549,1.0,undecided,0.0,undecided
2550,1.0,undecided,0.0,undecided
2551,1.0,undecided,0.0,undecided
2552,1.0,undecided,0.0,undecided
2553,1.0,undecided,0.0,undecided
2554,1.0,undecided,0.0,undecided
2555,1.0,undecided,0.0,undecided
2556,1.0,undecided,0.0,undecided
2557,1.0,undecided,0.0,undecided
2558,1.0,undecided,0.0,undecided
2559,1.0,undecided,0.0,undecided
2560,1.0,undecided,0.0,undecided
2561,1.0,undecided,0.0,undecided
2562,1.0,undecided,0.0,undecided
2563,1.0,undecided,0.0,undecided
2564,1.0,undecided,0.0,undecided
2565,1.0,undecided,0.0,undecided
2566,1.0,undecided,0.0,undecided
2567,1.0,undecided,0.0,undecided
2568,1.0,undecided,0.0,undecided
